lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
18,13,4270,395,191,0.6,0.6,1020951,136368,0,0,0,0,0.4,3.8,6.4,56,63.2,5.2,347,1523955,86
8,2,3959,536,131,1.2,1.6,212552,153528,0,0,0,0,0,5.8,6.8,136.2,121.2,4.4,3054,1532029,86
6,0,2043,121,75,0.8,2.2,155244,39102,4.4,20.8,47.2,120.4,0.6,2.4,2.4,65.2,144.4,4.4,156,1525677,92
9,7,1635,226,150,0.4,0.4,79725,39372,7.58,9.78,43.31,60.48,1.2,18.56,19.56,39.12,268.06,241,88,12,0
5,1,5300,242,252,0.6,1.4,84289,209924,0,0,0,0,0,1.6,1.6,51.9,67.07,3.2,3264,1637233,88
31,5,2177,109,92,3,2.2,81775,27837,2,2.2,2.2,0,0.2,2,3.2,131.6,236,437,90,10,0
4,1,4290,601,527,1.8,2.2,423536,401378,4.4,6.6,6.6,0,2,1.4,2.2,113.4,164.8,1.3,323,1122858,81
0,0,1019,104,80,0.4,0.4,10819,17998,0,0,0,0,0,7.6,8,33.2,70.4,2,1041,1066749,94
15,21,213,26,17,0.2,0.2,84647,4861,0,0,0,0,0,0,0,15.8,16.8,1,7385,1865600,97
58,3,3379,212,110,10.38,27.74,285687,34843,19.36,85.23,155.29,334.13,1.6,78.24,121.36,398.2,834.73,1.4,171,1105214,58
3,0,4170,241,143,5.6,4.4,139387,101305,7.6,35,117,188.6,0.2,1.4,2,247.8,496,1.6,142,1001363,79
5,0,1798,107,103,4.2,8.6,53830,50292,0,0,0,0,0,0,0,143.8,233.6,2,4175,1820453,89
53,1,4919,189,149,0.99,2.58,333491,64310,1.98,8.13,12.1,14.48,1.79,6.75,8.13,112.1,105.16,3.2,150,1504125,86
10,7,1354,145,89,2,4.2,369367,162606,4.2,4.8,4.8,0,3.6,0.4,0.6,127.2,260,5.8,265,1595098,88
44,7,3759,368,214,6,16.2,209860,82570,7.8,23.8,60,170.8,2.8,38.2,57.6,223.2,433,5.2,147,1099771,71
7,2,586,88,25,3.4,3.6,61524,12611,0,0,0,0,0,0,0,135.6,225.4,1,8743,1871075,92
9,8,3033,164,127,0.2,0.2,11198,28899,0,0,0,0,0.2,1.2,1.2,16.2,125,540,91,9,0
7,0,2314,324,293,5.99,17.17,332967,138574,3.99,4.39,4.39,0,0.4,28.94,44.31,210.18,397.6,1,260,1075920,72
116,44,3078,172,154,3.8,6.2,314895,178270,0,0,0,0,0,1.6,1.8,247.8,368.4,3.4,1093,1515243,79
35,0,4592,206,103,9.02,22.24,324995,28209,1,15.43,47.7,86.97,1.4,3.21,3.41,388.78,719.84,3.6,204,1088414,71
33,26,4041,424,285,6.6,7.6,367275,193169,0,0,0,0,0,27.8,46.4,319.8,604.6,2.2,2954,1030811,71
1,1,277,42,23,0.2,0.2,259702,19388,0,0,0,0,0,0,0,20.6,19.2,1.4,7377,1874534,97
9,4,1684,94,59,1,2.4,248085,167332,0,0,0,0,0,19.8,33.6,95.2,156.4,2.2,10656,1381699,88
35,11,4871,550,459,9,3,396942,31688,15.4,53.6,110,265.6,1.6,9,36.4,484.6,722.2,160,66,33,0
0,0,1968,90,73,0.2,0.2,20393,52096,0,0,0,0,0,0,0,13.6,27.6,1.2,1950,1711416,94
19,24,726,57,32,1.6,1.8,148958,4821,0,0,0,0,0,0.2,0.2,115.2,177,1.8,1695,1768030,88
29,38,7089,381,371,0.4,0.4,23628,70543,0,0,0,0,0.2,1.2,1.8,29.8,89.8,2,780,1063819,83
4,0,2174,223,169,1.2,1.8,103138,87018,0,0,0,0,0,2.4,3,105.2,145.8,3.2,2525,1540277,90
0,0,467,146,10,0.2,0.2,1115367,6098,0,0,0,0,0,0,0,15.63,16.83,2.4,8469,1868200,97
0,0,201,14,15,0.2,0.2,705,4909,0,0,0,0,0,0,0,15.6,16.8,1,7549,1870232,98
2,0,975,111,56,2.4,2.4,54087,18420,0.2,0.2,0.2,0,2.2,0,0,93.01,155.09,1.8,276,1749632,94
1,0,4272,282,131,0.2,0.2,64826,50419,0,0,0,0,0,10.18,10.18,17.76,99,1,769,1072798,88
25,35,389,28,18,2,2,59592,51764,0,0,0,0,0,2.2,3.6,178,157,1,5996,1848283,90
90,49,5387,310,266,7.82,10.22,296715,180601,9.82,26.25,51.7,35.67,16.03,7.01,9.02,376.35,642.28,3,222,1098411,68
1,1,2609,117,89,0.4,1,14928,84242,6.39,12.18,11.98,0,0.4,6.99,7.39,21.96,39.92,5,332,974861,93
17,25,186,22,22,0.2,0.2,63036,12936,0,0,0,0,0,0.8,1.6,16,16.8,1.2,7580,1877200,97
9,5,4079,351,175,1,1,275337,46619,0,0,0,0,0.2,3.2,4.6,83,145.6,3,1331,1070187,85
3,1,390,35,20,2.2,2.59,62164,23300,0,0,0,0,0,2.2,3.79,191.62,163.47,1.6,8891,1868560,90
41,62,1161,166,90,0.2,0.2,93957,15551,0,0,0,0,0,0.8,1,28,37.2,1,952,1065218,94
9,2,3853,178,141,1.4,2.8,189767,23555,0,0,0,0,0,9.2,9.2,75.6,118.2,2.6,571,1054232,89
4,0,1660,108,96,0.6,0.4,126729,60770,16.8,21.8,21.8,0,14.8,3.2,9.8,33.8,81.2,1,208,1016526,91
8,5,1250,169,100,0.2,0.2,203156,26983,0,0,0,0,1.2,11.6,12.4,25,164.6,1.7,700,988717,93
27,3,4267,467,384,8.8,11.4,413386,75318,0,0,0,0,0,3.2,5.4,407.6,641.6,7,1389,1634174,73
0,0,234,19,21,0.2,0.2,704,9040,0,0,0,0,0,0,0,13,16.8,1.6,7547,1870227,98
9,4,1062,144,124,0.2,0.2,112770,63316,11.6,20.4,18.2,0,0.4,15.8,20.8,18.4,67.6,1,352,945795,90
0,0,2015,76,67,0.2,0.2,40551,49200,4.4,4.4,4.2,0,1.8,1.6,1.6,15.4,28,1,178,1013480,95
9,2,2285,157,109,6.79,19.96,23730,46926,0,0,0,0,0.2,7.98,8.58,230.94,432.14,1.4,562,1080802,76
33,48,246,47,27,0.4,1.2,308390,286630,0,0,0,0,0,0,0,21.2,31.8,2.8,5617,1835560,96
58,73,4668,396,328,3.6,1.6,296648,184970,2.2,2.6,2.6,0,0.2,9.8,18.4,187.4,281.4,4.2,353,1323339,80
2,0,878,256,124,2.2,2.2,360331,385317,7.6,37.2,166.8,363,0.2,32.6,58.8,218.4,213.6,2.4,135,1803171,77
6,5,2097,254,142,1.2,3.4,212869,103284,0,0,0,0,0,1.4,2,82.8,136.4,5,2946,1604310,91
14,13,6890,1054,171,0.6,0.8,69387,36569,4.2,7,7,0,0.2,1,1.4,58.2,68.8,3,254,998522,87
39,19,4517,228,175,5,23.6,359751,160929,0,0,0,0,0,8.8,11,317.2,472.4,4.6,696,1640552,71
45,54,1410,88,70,6.21,18.44,39621,18546,6.61,41.68,55.91,148.9,0,50.9,56.71,214.63,454.31,1,153,1106596,77
66,63,3210,387,235,2.6,2.6,314096,84354,0,0,0,0,0.2,0.6,0.8,134.8,201.8,2,530,1121797,83
33,46,3831,654,635,2,0.8,416036,400226,2,3.4,2.6,0,0,0.4,0.4,116.2,151.4,4.7,267,1129635,84
6,0,3467,290,193,3.2,4,229265,293230,11.4,27.6,43.8,75.6,8.4,3.6,5.6,216.8,288.8,2.8,208,1518378,82
13,19,419,38,38,0.2,0.2,19140,11716,0,0,0,0,0,1.8,3.2,15.6,18,1.2,5946,1864240,96
25,8,7720,428,353,6,9.4,167410,76019,0,0,0,0,0.6,0.6,0.6,372.6,441.4,3.6,3263,1549171,63
1,0,2250,129,103,0.2,0.2,82286,56953,0,0,0,0,0,4,6.4,22.6,69.6,3.2,440,1016278,88
6,0,3334,631,157,5.6,7,468101,46656,25.6,131.8,252.8,739.8,1,11.6,15.6,345.4,780.6,1.3,112,1112576,63
4,0,2410,118,98,1,3.4,115205,174195,18.6,23.4,27.8,12,11,2.6,3.2,56.2,84.8,1,240,1053811,89
27,0,1504,270,173,0.2,0.2,134459,82065,8.4,34.4,85.6,206.4,0.4,28.2,35,54.4,108.8,1,119,1066176,89
2,0,3838,204,184,0.4,0.4,44845,85764,1.2,1.6,1.6,0,7.8,1.2,1.2,33.8,42.2,2,134,1064270,90
5,4,1550,257,127,0.2,0.2,10676,41599,0,0,0,0,0,29.14,29.14,16.97,102.59,2.2,1130,969322,92
15,9,1855,432,324,1.4,1.8,443383,145119,2,2.2,4.39,3.39,1.4,14.57,28.14,123.15,160.68,2.6,254,1692722,84
1,0,1225,43,51,0.2,0.2,2708,55540,0,0,0,0,0,0,0,15.2,32.4,2,5233,1674902,98
12,11,1228,136,81,0.2,0.2,8853,18761,0,0,0,0,0,0.6,0.6,21.64,20.44,1,1076,1085108,96
1,1,1438,49,29,0,0,95495,11982,0,0,0,0,0,0,0,0.8,3.6,1.2,8239,1863088,95
27,34,1741,231,218,4.4,1.2,125125,36427,0,0,0,0,0.4,0,0,208.2,291.8,2.4,2657,1771130,86
3,3,383,49,12,0.2,0.2,22602,5931,0,0,0,0,0,0,0,16.03,17.23,1,6382,1852983,98
0,0,185,20,25,0.2,0.2,63914,4090,0,0,0,0,0,8.4,16.2,15.6,339.6,1.4,4388,1853618,94
1,0,2195,206,193,0.2,0.2,147433,58559,5.58,7.77,7.77,0,0,2.39,2.39,22.71,62.75,1,257,1040781,91
1,0,3744,397,383,0.2,0.2,73993,103869,0,0,0,0,0,2,3,20.4,30.4,3,1659,1708942,86
3,1,800,49,63,0.6,0.6,64103,102654,0.4,0.4,0.4,0,0.2,0.4,0.4,112.6,49.2,2,181,1522861,95
0,0,578,54,52,0.2,0.2,5599,11969,0,0,0,0,0,0.6,0.6,15,22,3,2422,1772094,92
31,21,1721,247,150,1.6,1.8,48063,31129,5.39,10.18,17.17,30.54,2,41.72,61.08,106.59,276.65,2,151,942600,87
1,0,494,129,125,0.2,0.2,2538,14811,0,0,0,0,0,0,0,15.6,19,2,3135,1707992,97
7,1,610,94,35,3.61,3.61,84266,24174,0,0,0,0,0,1.2,1.2,226.05,252.91,1,7894,1872233,89
5,1,3651,340,169,3.2,3.4,273075,60195,7,37.8,67.8,138,0.2,12.6,21.4,171.2,368.2,2,142,1113802,81
7,0,5439,461,417,7.2,3.8,340924,225976,43.6,85.2,74.8,0,0,19,37.2,343.4,547.4,3.6,614,1391837,65
0,0,449,64,45,0.2,0.2,1695,19282,0,0,0,0,0,0,0,15.6,16.8,3,1300,1713592,98
1,1,185,13,34,0.2,0.2,6994,13808,0,0,0,0,0,0,0,15.6,16.8,1,6040,1855672,99
1,1,7191,767,1001,0.2,0.2,15110,50051,1,1.4,1.4,0,0.2,5.4,5.6,17.4,116.4,2.5,221,1017670,77
1,1,1166,143,90,0.2,0.2,35499,54499,3.4,6.2,6.2,0,0.2,1.4,1.4,28.6,25,2.5,277,1068827,90
1,0,1885,371,181,0.2,0.2,15100,68437,0.8,0.8,0.8,0,0,1,1.6,27,51.4,3.6,179,1714126,91
5,2,1634,142,94,1.99,3.59,22655,27631,0,0,0,0,0,1.39,1.79,73.51,139.24,2,915,1114567,90
1,0,2264,148,95,0.4,0.6,23311,13315,0,0,0,0,0,8.4,8.6,39.2,82.6,3.4,1933,1408115,90
13,1,2112,223,109,2.2,2.6,271753,173447,2.6,17.8,34.2,86.2,2.4,5,19,107.8,178.8,4,169,1322045,89
14,14,1537,143,87,0.4,1.8,27376,23777,0,0,0,0,0,0.4,0.4,33.6,52.2,2,1188,1458336,95
2,1,236,30,20,0.2,0.2,94101,7960,0,0,0,0,0,0,0,22.16,17.17,1.4,7232,1861209,98
7,2,3389,330,258,3.8,3.4,132226,112276,1.2,1.2,1.2,0,0.8,1.6,2,195.2,305,2,401,985917,79
53,79,2675,162,110,0.6,0.8,191280,45919,0,0,0,0,0.2,8,8,54.8,145.4,2.7,1482,1042862,83
58,38,6469,314,340,0.4,0.4,461409,283782,25.15,86.03,184.63,344.51,5.39,60.28,100.8,57.68,242.71,3.8,122,999623,72
0,0,764,68,57,0.2,0.2,48116,38972,1.2,1.8,1.8,0,1.2,0.6,0.6,20,46.4,1.5,416,949702,94
8,1,4026,222,169,6,17.4,193223,79939,6,11.8,38.6,61.8,0.6,6.4,7.6,233.6,456,2,146,1078346,76
3,0,3303,766,592,1.2,0.6,101953,99842,2.8,4.6,4.4,0,0.2,4.6,5,58,110,2.4,897,1715861,84
3,1,2620,167,144,0.6,0.6,5175,57628,0,0,0,0,0,3.4,3.4,31,51.2,2.2,1767,1649326,97
15,3,4709,223,136,3.4,3.6,237044,78651,8.6,42,94.8,165.2,1.4,13.4,41.4,272.4,456.8,1.2,188,1014941,77
9,1,1909,78,58,0.4,0.4,43494,5858,0,0,0,0,0.4,2.2,2.2,29.4,41,1,363,1752696,94
2,0,2818,212,230,1.2,3.2,35176,39424,0,0,0,0,0,11.4,13.2,81.4,210.6,1,499,1045558,87
16,20,597,100,56,2.2,2.2,284141,231272,0,0,0,0,0,3.8,6.4,196,171.2,3.2,3454,1823072,85
6,4,670,91,15,2.39,2.39,446893,20744,0,0,0,0,0,3.19,4.78,222.11,197.21,2,11692,1880091,86
14,10,4831,332,191,0.8,3.6,265497,84870,3.2,11.2,16.2,12.8,1.4,6.6,12,75.8,180.2,5.4,340,1298264,82
13,6,1881,141,134,1.4,2.2,72256,42530,5.41,6.81,6.81,0,0.8,25.05,33.07,119.24,253.31,292,86,14,0
1,1,310,14,31,0.2,0.2,6266,127742,0,0,0,0,0,0,0,16.6,16.8,1,6870,1853226,98
14,5,3690,183,134,0.6,0.6,152858,33955,0,0,0,0,0,0.4,0.4,52.2,121.8,3.2,687,1528750,89
16,4,4141,390,297,3.4,3,380212,155145,11.2,22.8,33,35,5,15.2,19.4,215,493,5,205,1325754,74
2,1,406,41,32,0.2,0.2,3373,7138,0,0,0,0,0,0.6,0.8,15.6,18.2,1,579,1752968,98
7,0,2448,355,296,5.2,1.6,288536,152597,0,0,0,0,0,2.2,3.8,252.8,371.6,4.4,534,1725352,83
41,33,2685,403,206,1.2,2.81,663839,106207,0,0,0,0,0.2,17.43,23.85,71.34,233.87,1538,86,13,1
8,8,1255,100,85,0.6,0.4,3412,27903,0,0,0,0,0.2,5.4,5.4,37.4,65.6,2.5,913,975482,94
37,47,2314,102,76,5.8,16.6,190684,35065,0,0,0,0,0,3.4,3.6,212.6,410,1.5,384,1082818,79
4,2,2131,218,178,0.6,1,11474,60333,0,0,0,0,0.4,7,10.4,38.4,77.6,1,1108,1123651,90
4,0,2115,197,200,1.6,0.6,66959,99470,0.2,0.2,0.2,0,0,2.4,2.4,88.8,165.6,1.2,242,1057792,89
0,0,269,38,41,0.2,0.2,14316,18332,0,0,0,0,0,0.2,0.2,15.8,16.8,1,2644,1771504,95
10,1,415,34,28,0.4,0.4,19380,10141,0,0,0,0,0,0,0,30.6,38.6,2.4,6428,1711995,96
23,32,217,16,38,0.2,0.2,9475,14828,0,0,0,0,0,0,0,15.4,16.8,1,7294,1875112,98
1,0,2119,144,97,0.2,0.2,55894,59795,4.2,6.4,6.2,0,0,11.4,20.6,23.2,36.8,1.2,242,1118070,90
2,1,945,90,75,0.4,0.4,420930,85596,0,0,0,0,0,0,0,30.94,46.71,2,637,1073019,92
3,1,1065,60,42,1.8,2.6,98610,319867,0,0,0,0,0,9.2,14.8,89.2,140,1.8,6823,1843387,89
20,7,4531,397,305,3.59,1.8,408514,24179,0,0,0,0,0,2.99,3.19,187.03,317.56,1.8,1962,964972,82
16,1,3837,407,318,0.6,0.6,284022,299801,15.2,28,28.4,4,0.4,26,35.2,77.6,180.8,1,238,998360,82
1,0,3461,127,143,0.2,0.2,6869,13810,0,0,0,0,0,0.6,0.6,15.8,16.8,2.2,1206,1720112,93
2,1,1806,125,86,0.4,0.6,55432,53360,0.8,0.8,0.8,0,0.6,1,1.2,33.87,38.48,1,180,1129489,93
38,29,2141,214,170,6.4,11.6,272617,86291,0,0,0,0,0,3,3.2,438.2,550,4.4,1117,1789931,72
0,0,283,34,51,0.2,0.2,10756,22572,0.6,0.6,0.6,0,0.4,1.2,1.2,17.56,16.77,1,249,1740794,97
17,12,853,83,77,0.4,0.6,5459,11457,0,0,0,0,0,0.2,0.2,34,34.6,2,4899,1673314,95
6,0,658,54,31,2.6,2.6,95966,38156,0,0,0,0,0,3.4,5.8,223.8,221.8,1.6,2625,1795446,79
8,6,1309,136,112,0.2,0.2,11073,15686,1,1,1,0,0.8,5.6,5.8,17.4,150,1,318,961362,94
3,2,380,47,10,0.4,1.4,21957,2478,0,0,0,0,0,0,0,23.75,36.13,1,8507,1862716,98
4,2,3720,278,196,1.4,1.6,279725,263781,0,0,0,0,0,5.79,8.18,112.18,343.51,1.3,644,1006441,76
1,0,3930,342,185,0.4,0.6,242555,187798,0,0,0,0,0,1.6,1.6,28.74,52.69,3.8,3440,1338127,90
1,0,1388,79,47,0.2,0.2,33134,19325,0,0,0,0,0.4,0.2,0.4,21.6,22,2.2,1398,1753746,89
9,2,2174,283,182,4,4.4,111934,46051,3.4,12.4,42.2,85.6,0.8,23.4,35,225.2,373.6,4.8,214,1055130,81
1,1,2118,129,71,0.4,0.2,383282,22756,0,0,0,0,0.4,7.4,10,35.4,152.2,1,499,980013,92
2,1,248,16,22,0.4,0.4,7334,9807,0,0,0,0,0,0,0,33,33.2,1,7550,1870232,97
4,2,588,47,46,0.4,0.4,51753,37560,0,0,0,0,0,3,4.8,105.8,51.4,1.5,729,1039062,95
12,6,1422,140,94,1,1.2,145826,29424,4.6,22.2,43.8,74.2,1.6,6.4,27.6,75,175.8,1,185,983597,91
1,0,2046,238,154,0.6,0.6,25203,38223,0.6,1.2,1.2,0,0.2,4.6,4.6,70,98.8,1.8,170,1100499,88
1,0,887,62,64,0.2,0.2,30083,16777,1.4,1.8,1.8,0,0,2.6,4.4,15.6,37.4,1,241,1014226,95
51,62,1865,124,98,0.8,1,11405,30316,0,0,0,0,0.4,4.8,4.8,70.6,133.8,2.6,701,977181,89
1,1,5073,405,176,0.6,2,437640,205496,0.6,1,0.8,0,0,1.6,1.6,32.2,143,3.8,2180,988968,86
12,11,1207,42,35,0.2,0.2,4492,18877,2.61,5.61,10.22,13.43,0.6,0.2,1.2,15.83,60.32,1,166,1083687,97
24,37,1218,97,100,0.2,0.2,95619,30008,4.39,5.99,5.99,0,3.39,0.8,0.8,17.17,30.74,3.4,168,1438424,94
1,0,3032,230,149,0.6,2,108408,119191,0,0,0,0,0,8,13,43,197.4,1.5,432,985101,77
25,22,2904,187,137,1,0.8,41485,57308,0,0,0,0,0.8,2,3.6,52.2,121.6,3.4,397,1326802,92
4,1,4200,192,155,2.99,10.58,51812,35074,0,0,0,0,0.2,3.19,4.19,172.06,238.52,1.2,561,1093779,84
1,0,1275,175,128,0.2,0.2,156250,60607,5.8,37.4,115,315.6,0,104.8,110.4,15.4,160.6,2,135,1089264,89
0,0,217,10,19,0.2,0.2,3477,64742,0,0,0,0,0,0,0,15.6,16.8,1,7746,1870136,98
2,0,801,62,62,0.4,0.4,29439,38059,0,0,0,0,0,1.4,1.6,34.13,50.1,1,792,1014876,96
2,0,3292,259,126,1.2,1.8,357484,92310,0,0,0,0,0.2,30.4,38.4,99.6,205.8,1,2360,1013642,86
0,0,1290,67,78,0.2,0.2,5529,31271,0.4,0.4,0.4,0,0,1,1,15.2,29,1,230,1046680,96
100,31,5548,694,543,8,3,386186,112809,3.4,14.6,40.6,74.4,0.2,51.4,70.8,456,774.2,1,591,1020440,57
0,0,2079,82,69,0.2,0.2,32768,35550,2.2,3.39,3.19,0,0,0.8,0.8,15.77,98.2,1,158,1013305,95
3,1,318,31,25,0.4,0.4,117159,4530,0,0,0,0,0,0.2,0.2,35.6,40,2,4676,1847632,97
0,0,408,47,29,0.2,0.2,89842,6208,1.8,1.8,1.8,0,0.8,0,0,15.6,23.2,1,143,1749658,96
23,7,6426,916,583,12.8,5.8,774917,48759,2.2,3,6.2,6.8,3.2,12,14.2,653.2,1112.6,1.8,269,970091,54
6,1,1201,128,95,2.4,3.2,158463,21294,0,0,0,0,0,1.4,1.8,131.6,191.4,3,1112,1062160,92
64,1,1877,196,186,2.79,2.2,53123,30434,0,0,0,0,0,7.39,8.98,182.24,234.73,4,962,1125137,86
12,18,177,16,16,0.2,0.2,732,6992,0,0,0,0,0,0.6,1,15.6,17.2,1,1322,1746112,98
44,54,2476,155,105,2.2,2.81,385336,17260,3.21,5.81,43.09,67.33,1.4,14.83,15.43,169.14,307.62,1.8,165,1062111,86
0,0,2149,123,112,0.2,0.2,12090,27659,2,2.2,2.2,0,0,0.4,0.4,15.2,19.6,2.2,243,1708694,96
44,54,2797,323,204,1.6,4.59,265347,40452,0,0,0,0,6.39,5.59,18.56,107.78,136.13,2.3,367,1098207,84
62,59,3502,273,148,2.2,2.4,355154,49921,0,0,0,0,0,3,9.4,109.4,176.4,1,965,975280,85
5,2,3292,284,132,2,4.39,658861,20114,5.59,16.17,35.73,70.66,0.8,3.79,3.79,153.89,250.9,4.2,171,1095674,81
1,0,4732,446,198,1.2,2.8,120247,224578,2.6,20.2,36.8,61,0,47.6,93.2,102.4,195.2,2.8,329,1382184,83
1,0,1280,53,59,0.8,0.8,71390,46715,2.4,5.59,23.35,78.24,1.8,31.54,38.92,45.11,116.77,2,147,1054092,91
9,1,1224,109,75,1.8,3.39,58668,23476,1.8,2,2.2,0.6,0.8,1,1,91.42,170.46,2,156,973889,92
47,53,1170,106,51,4.6,4.8,420909,72559,0,0,0,0,0,7.6,14.6,296.8,385.8,1.8,11724,1885976,82
8,6,2638,318,227,1,1,116691,55005,6.39,7.78,31.14,46.71,1.8,11.98,12.57,61.48,157.68,1,164,1096913,85
5,0,1799,203,131,2.4,1.2,439266,15923,0,0,0,0,0,1.4,2,146.11,224.35,3,712,1066889,91
6,1,6213,317,271,3.8,1.8,100052,30511,0.8,3.2,2.8,0,1,0.8,0.8,188.6,298.2,3,363,1015990,80
2,1,453,63,46,0.4,1.8,4140,12068,1,1,1,0,0.2,1,1,20.6,30.6,3.2,329,1711859,97
48,3,4078,258,170,11.98,34.33,81756,56652,4.59,5.39,5.19,0,0.8,0.6,0.6,389.82,753.89,2.2,192,1088992,65
0,0,322,32,48,0.2,0.2,24023,34078,0,0,0,0,0,0.6,0.6,15.6,16.8,1.2,1842,1767288,89
12,3,1752,135,45,1.6,1.8,218922,34199,0,0,0,0,0,1,1,127.4,187,3,759,1522786,81
5,1,3187,374,224,2.8,2.2,213932,124408,0,0,0,0,0,3.2,3.6,171.2,361.8,3.8,549,1532930,83
1,0,1870,93,59,0.2,0.2,89541,19336,0.2,0.2,0.2,0,0,0.8,1.2,18.2,18.8,3.6,160,1714075,95
21,29,200,16,20,0.2,0.2,7044,10682,0,0,0,0,0,0,0,15.63,16.83,1,7265,1868770,98
5,2,2522,269,201,1,0.8,599478,333148,0,0,0,0,1.4,19.76,22.36,53.29,136.93,5,609,1590180,88
4,2,1812,124,76,1.8,2.2,61200,9751,0,0,0,0,0,0.6,0.6,124.8,175.6,4.2,931,1639242,93
24,20,1737,263,145,3.4,4.4,305734,188601,0,0,0,0,0,1.4,2,222.6,337.2,5.2,2666,1603402,86
2,1,699,35,33,0.2,0.2,1454,13449,0,0,0,0,0,0.4,0.4,27.2,19,1.7,677,1038936,97
35,53,952,144,107,0.2,0.2,97252,50477,1.2,1.8,1.6,0,1.8,2.4,24.6,18.8,21,1.4,341,1741270,94
11,8,1466,184,138,1,1.2,113794,81996,8.58,16.77,16.57,0,0.2,2.59,2.99,85.43,187.03,1.2,291,971772,90
7,1,2394,334,315,6.8,19.2,142940,86476,1,1,1,0,0.2,17.4,28.6,251.6,453.4,1.8,354,1113926,74
21,1,3336,598,572,3,2,587782,464470,0,0,0,0,0,2.4,3,138.8,219,1.8,509,1066181,85
7,0,1703,160,127,6.2,17.8,114129,37911,2.6,22.6,29.6,42.2,0,19.6,26.6,220.8,434,1,156,1103315,78
26,35,244,22,44,0.2,0.2,3458,87701,1.4,1.8,1.8,0,1.6,3.2,5.2,13,22.2,1.6,363,1744803,90
2,2,1066,107,58,0.2,0.2,273368,251282,0,0,0,0,0,1,1,16.6,29.6,4.2,333,1595283,95
4,0,4083,313,225,3.2,1,321786,73053,0.4,2.2,1.6,0,0.6,3.6,4.2,160.6,289.2,1.6,545,1015547,81
8,3,2794,239,143,2.6,3,192634,23863,0.6,0.8,0.8,0,1.4,9.2,9.4,192.4,344,1,332,1128000,84
0,0,160,12,13,0.2,0.2,737,3589,0,0,0,0,0,0,0,15.63,16.83,1,7562,1873980,98
80,100,3318,199,183,1.4,2.59,52460,176733,2.79,4.79,4.79,0,0,12.18,45.91,139.12,325.15,2.6,385,988584,75
23,2,6172,781,624,10.4,3.4,746908,166202,23.2,40.4,74,96.6,13.6,30.4,56,536.8,832.2,134,55,45,0
2,0,806,52,43,0.4,0.6,11892,22951,2.2,4.59,9.78,29.94,0,1,1,34.73,48.3,1,169,1012145,96
48,2,1184,163,116,0.2,0.2,1336878,51629,9.58,25.55,37.33,60.88,3.59,45.91,292.61,28.74,46.71,3.5,160,1023751,88
2,0,447,53,38,2.2,2.8,105707,29023,0,0,0,0,0,1.4,1.4,188.4,165.2,1,2693,1797126,86
8,0,2802,408,355,8.38,2.2,233031,12990,0,0,0,0,0,0,0,390.02,560.48,3.2,7298,1859602,80
8,1,885,139,63,0.4,0.4,118533,21572,0.2,0.2,0.2,0,8.6,29.4,38.4,29.8,136.6,450,92,8,0
2,1,284,43,16,0.2,0.2,261161,11296,0,0,0,0,0,0.2,0.4,16,17,1.4,8351,1865738,97
11,0,5054,223,168,2,3.6,145345,14738,0,0,0,0,0.2,31.4,41.2,154.6,207.6,2.6,706,1384168,87
7,3,2045,79,95,1,0.6,235236,89622,2.2,6.4,10,13.6,0.4,5,5.2,44.2,107.6,7.4,155,1300490,88
17,21,256,23,21,0.2,0.2,46567,33495,5.2,8.4,8.2,0,0,0,0,15.4,16.8,2,185,1760056,96
3,0,1708,207,164,3.4,1,91511,9891,0,0,0,0,0.2,0,0,162,235.6,2.4,516,1745411,83
0,0,195,9,15,0.2,0.2,840,3091,0,0,0,0,0,0,0,15.6,17.2,1,3284,1847526,98
6,0,2719,136,105,1,2.4,50963,25627,0,0,0,0,0.6,47.6,58,161.6,202,5.6,6421,1404078,88
0,0,280,12,9,0.2,0.2,13785,3165,0,0,0,0,0,0,0,15.6,16.8,2.4,4581,1731592,97
22,27,2478,303,247,4.2,1.2,124481,20933,0,0,0,0,0,0.2,0.4,205.2,292.2,1.8,1520,1747144,86
17,2,3284,239,136,0.8,1,372709,66373,1.6,1.6,1.6,0,1.4,14.2,22,93.2,159.4,3.6,334,1531936,88
299,186,2326,148,88,3.4,3.4,418189,131463,0,0,0,0,27.6,11.2,13.4,159.6,270.4,4.6,2343,1730554,83
2,0,1139,118,60,0.6,0.6,157977,42773,0,0,0,0,0,4.4,6.6,55.6,103.8,2.4,4565,1731554,93
1,1,444,53,45,0.2,0.2,12152,15855,1,1,2.4,3.39,0.6,0,0,16.37,17.37,1,139,1738984,98
27,36,354,50,40,0.6,0.6,4988,21803,0,0,0,0,0.6,1,1,27.6,45.2,3,496,1712853,95
10,9,1750,84,58,0.4,1.8,25590,25581,0,0,0,0,0,1.6,2,22.36,32.93,1.3,1513,1079473,93
6,5,1110,127,82,0.4,1.8,12110,29425,5.39,10.98,22.16,42.32,1.2,23.35,23.35,21.56,125.75,1.2,148,989972,93
1,1,473,44,42,0.4,0.6,2302,24438,1.8,2.6,2,0,1.4,0.8,0.8,38.4,59,2,206,1024472,96
0,0,165,9,14,0.2,0.2,1177,22413,0,0,0,0,0,0,0,15.6,16.8,1,7932,1880992,98
